UMAP1,UMAP2,Group,Sensitivity,Intensity_LowerQuartileIntensity_pLCK,pLCK_x_AreaShape_Area,subtype
5.255812,5.5116615,SJ53,0,-0.00691414,-13.79221563,TAL1 AB-like
6.86835,2.6930573,SJ53,0,-0.012743086,-13.8234023,TAL1 AB-like
5.319296,5.0162926,SJ53,0,-0.01298723,-17.97480706,TAL1 AB-like
6.340464,5.7540994,SJ53,0,-0.015001421,-6.132428,TAL1 AB-like
5.569813,5.5993156,SJ53,0,-0.010072757,-11.23695488,TAL1 AB-like
6.617356,9.741147,SJ53,0,-0.003343529,-3.10547874,TAL1 AB-like
7.86238,4.0441833,SJ53,0,-0.012483683,-9.067045365,TAL1 AB-like
7.766516,3.350751,SJ53,0,-0.011461328,-9.164087889,TAL1 AB-like
5.968361,7.457992,SJ53,0,-0.009676023,-7.278443517,TAL1 AB-like
8.425609,4.581939,SJ53,0,-0.007310874,-5.086370223,TAL1 AB-like
6.746975,10.071679,SJ53,0,-0.006090153,-3.80471968,TAL1 AB-like
7.0356255,7.1941266,SJ53,0,-0.006639477,-4.197276946,TAL1 AB-like
6.5589213,7.88332,SJ53,0,-0.009691282,-2.701888533,TAL1 AB-like
6.842444,6.3456144,SJ53,0,-0.008272193,-6.331831065,TAL1 AB-like
6.3516045,8.039469,SJ53,0,-0.009065662,-2.236031433,TAL1 AB-like
6.33342,6.4812646,SJ53,0,-0.011156148,-4.697533688,TAL1 AB-like
9.106343,3.0180147,SJ53,0,-0.010683118,-9.1815147,TAL1 AB-like
5.60066,7.4972105,SJ53,0,-0.011522364,-14.60453923,TAL1 AB-like
7.847519,1.903909,SJ53,0,-0.010728895,-7.90588149,TAL1 AB-like
7.0870366,9.0130205,SJ53,0,-0.006029116,-3.302927179,TAL1 AB-like
7.1925216,2.4564893,SJ53,0,-0.012498942,-11.38953642,TAL1 AB-like
6.2225404,3.1641607,SJ53,0,-0.012804122,-12.46025824,TAL1 AB-like
5.6966677,5.1304994,SJ53,0,-0.011034076,-11.44245386,TAL1 AB-like
7.628048,3.963216,SJ53,0,-0.014330024,-11.22814679,TAL1 AB-like
6.666223,4.8983135,SJ53,0,-0.01097304,-6.616177572,TAL1 AB-like
9.257904,3.8380194,SJ53,0,-0.009141957,-7.977896264,TAL1 AB-like
6.8934803,5.0917387,SJ53,0,-0.013261893,-10.53720504,TAL1 AB-like
6.412408,5.9900475,SJ53,0,-0.01439106,-5.865823446,TAL1 AB-like
5.679678,5.180075,SJ53,0,-0.009996462,-8.587491816,TAL1 AB-like
7.0055904,2.7420406,SJ53,0,-0.012804122,-12.12807038,TAL1 AB-like
5.5656896,7.1535172,SJ53,0,-0.012621014,-11.50281702,TAL1 AB-like
8.312812,3.563394,SJ53,0,-0.008592632,-6.702964173,TAL1 AB-like
6.4083357,3.8931441,SJ53,0,-0.009019885,-10.00105226,TAL1 AB-like
5.1554995,6.2158813,SJ53,0,-0.010774672,-20.098832,TAL1 AB-like
6.8021193,9.314695,SJ53,0,-0.003572414,-4.378862679,TAL1 AB-like
6.7442617,7.3566265,SJ53,0,-0.00596808,-6.185568456,TAL1 AB-like
7.6126866,1.8250072,SJ53,0,-0.009935426,-10.50519239,TAL1 AB-like
5.703872,5.0014057,SJ53,0,-0.01268205,-16.64904365,TAL1 AB-like
5.4904847,3.9444573,SJ53,0,-0.011400292,-17.69685226,TAL1 AB-like
8.778404,1.7606946,SJ53,0,-0.01579489,-9.20883841,TAL1 AB-like
6.3608117,4.8719497,SJ53,0,-0.012743086,-16.08272214,TAL1 AB-like
6.9424853,5.677427,SJ53,0,-0.010545787,-7.217840608,TAL1 AB-like
8.706813,2.4607196,SJ53,0,-0.014833572,-12.32169655,TAL1 AB-like
6.5571756,5.887546,SJ53,0,-0.007661832,-4.29817791,TAL1 AB-like
4.8697877,5.1233,SJ53,0,-0.011552882,-20.38185137,TAL1 AB-like
6.7755365,7.620988,SJ53,0,-0.014207952,-3.210456564,TAL1 AB-like
8.783418,2.5697663,SJ53,0,-0.013475519,-13.1133281,TAL1 AB-like
6.5409904,9.544746,SJ53,0,-0.002489023,-2.41957348,TAL1 AB-like
8.6177635,2.506588,SJ53,0,-0.013719663,-13.96650321,TAL1 AB-like
7.1906095,6.3345075,SJ53,0,-0.012193761,-3.634395841,TAL1 AB-like
7.5579233,9.616096,SJ53,0,-0.00987439,-2.182884352,TAL1 AB-like
6.9280477,5.964641,SJ53,0,-0.011827545,-4.633995948,TAL1 AB-like
7.6118546,10.690597,SJ53,0,-0.010515269,-4.313933638,TAL1 AB-like
7.331951,2.5876591,SJ53,0,-0.013353447,-13.77109673,TAL1 AB-like
6.7720685,6.9386635,SJ53,0,-0.010240606,-4.610766864,TAL1 AB-like
9.332889,2.4663007,SJ53,0,-0.013139821,-11.5103117,TAL1 AB-like
7.427294,5.4341474,SJ53,0,-0.015749113,-6.202057268,TAL1 AB-like
7.63532,1.9406916,SJ53,0,-0.006944658,-6.39645603,TAL1 AB-like
8.883769,1.8775927,SJ53,0,-0.012727827,-6.89831981,TAL1 AB-like
6.1444883,4.136555,SJ53,0,-0.014330024,-18.89071416,TAL1 AB-like
6.8140044,3.7977226,SJ53,0,-0.01237687,-10.79338476,TAL1 AB-like
6.935799,2.416605,SJ53,0,-0.012071689,-10.10291342,TAL1 AB-like
7.101344,6.6250362,SJ53,0,-0.009752318,-5.736467227,TAL1 AB-like
8.226656,2.8944898,SJ53,0,-0.013353447,-9.054108531,TAL1 AB-like
4.9110312,5.545565,SJ53,0,-0.010393197,-19.36376528,TAL1 AB-like
5.2142334,4.857039,SJ53,0,-0.009691282,-16.00981835,TAL1 AB-like
5.0425863,5.0510097,SJ53,0,-0.00706673,-15.98899648,TAL1 AB-like
7.4536915,4.000569,SJ53,0,-0.010484751,-10.59995684,TAL1 AB-like
5.2654815,4.535872,SJ53,0,-0.012346351,-17.45517315,TAL1 AB-like
7.277075,3.4794188,SJ53,0,-0.014146916,-10.49229702,TAL1 AB-like
6.8727407,7.166818,SJ53,0,-0.01611533,-4.212134193,TAL1 AB-like
5.667312,4.966611,SJ53,0,-0.012819381,-12.99925008,TAL1 AB-like
5.354482,3.8818853,SJ53,0,-0.008180639,-12.27162361,TAL1 AB-like
6.595463,8.019167,SJ53,0,-0.012285315,-5.833029923,TAL1 AB-like
5.859107,7.893905,SJ53,0,-0.01283464,-9.72383811,TAL1 AB-like
7.292567,9.427023,SJ53,0,-0.010698377,-4.969996682,TAL1 AB-like
6.8265796,4.7709703,SJ53,0,-0.011156148,-12.36320601,TAL1 AB-like
4.786696,5.03775,SJ53,0,-0.009813354,-25.82848995,TAL1 AB-like
5.024236,4.597956,SJ53,0,-0.008729963,-12.34260302,TAL1 AB-like
5.6219583,5.2938166,SJ53,0,-0.010728895,-10.11705559,TAL1 AB-like
7.199282,2.0678723,SJ53,0,-0.014818313,-11.46889044,TAL1 AB-like
7.038758,2.5596921,SJ53,0,-0.011095112,-8.343687818,TAL1 AB-like
9.783621,12.908737,SJ53,0,0.003736658,5.43746008,TAL1 AB-like
6.2483273,5.0306435,SJ53,0,-0.01283464,-12.10534513,TAL1 AB-like
6.8148956,5.4293294,SJ53,0,-0.012865158,-7.535242316,TAL1 AB-like
5.2167377,4.726575,SJ53,0,-0.010408456,-16.31413024,TAL1 AB-like
6.519208,2.4356802,SJ53,0,-0.013536555,-15.11117164,TAL1 AB-like
7.169456,6.11617,SJ53,0,-0.009340324,-3.43111221,TAL1 AB-like
6.9263606,2.8754628,SJ53,0,-0.012498942,-7.381081484,TAL1 AB-like
8.90482,4.6225166,SJ53,0,-0.014574169,-4.130237828,TAL1 AB-like
4.7691007,5.3246517,SJ53,0,-0.008409524,-34.64395627,TAL1 AB-like
9.093696,3.36435,SJ53,0,-0.01408588,-9.813408768,TAL1 AB-like
5.052708,4.828486,SJ53,0,-0.013963808,-25.28640266,TAL1 AB-like
9.951914,2.642829,SJ53,0,-0.01408588,-8.085820362,TAL1 AB-like
5.4883294,4.6447835,SJ53,0,-0.01127822,-12.83687578,TAL1 AB-like
6.1164155,3.9549773,SJ53,0,-0.01237687,-15.2537021,TAL1 AB-like
7.6438937,1.8100439,SJ53,0,-0.012743086,-9.51011952,TAL1 AB-like
8.722089,4.3684564,SJ53,0,-0.010423715,-2.601835312,TAL1 AB-like
7.1644692,9.075487,SJ53,0,-0.004686323,-2.830626869,TAL1 AB-like
4.895512,4.505669,SJ53,0,-0.011705473,-27.83857248,TAL1 AB-like
7.7475533,3.3698554,SJ53,0,-0.009889649,-8.254800813,TAL1 AB-like
5.2438345,4.784141,SJ53,0,-0.013170339,-19.27158682,TAL1 AB-like
8.0643,2.7838104,SJ53,0,-0.014268988,-15.37657478,TAL1 AB-like
6.2793713,4.632944,SJ53,0,-0.011522364,-10.18439268,TAL1 AB-like
5.6496277,6.473606,SJ53,0,-0.011491846,-13.48820207,TAL1 AB-like
6.350601,5.8656273,SJ53,0,-0.012712568,-7.57067409,TAL1 AB-like
6.3684654,9.903085,SJ53,0,-0.003221456,-5.688422034,TAL1 AB-like
5.2136426,4.5128064,SJ53,0,-0.012788863,-20.46756918,TAL1 AB-like
5.9555902,4.231652,SJ53,0,-0.011827545,-12.60028714,TAL1 AB-like
6.269278,6.2589107,SJ53,0,-0.011522364,-5.28667916,TAL1 AB-like
5.3634663,4.5226936,SJ53,0,-0.009813354,-17.15055398,TAL1 AB-like
7.9722238,5.2513533,SJ53,0,-0.011339256,-4.839897132,TAL1 AB-like
7.158041,6.1394076,SJ53,0,-0.014879349,-4.14189692,TAL1 AB-like
7.2726502,3.7043583,SJ53,0,-0.010912003,-9.197060796,TAL1 AB-like
5.2364373,5.5497375,SJ53,0,-0.013231375,-19.44529831,TAL1 AB-like
5.880046,3.7261043,SJ53,0,-0.014268988,-16.53675865,TAL1 AB-like
8.108663,2.1351004,SJ53,0,-0.014879349,-11.50618382,TAL1 AB-like
5.9230213,3.4995356,SJ53,0,-0.011522364,-11.04255811,TAL1 AB-like
5.0082793,4.5048633,SJ53,0,-0.010362679,-24.05845039,TAL1 AB-like
7.1556225,4.2738714,SJ53,0,-0.007677091,-7.355070621,TAL1 AB-like
8.163697,7.8372498,SJ53,0,-0.007020953,-8.414199855,TAL1 AB-like
6.608711,10.193826,SJ53,0,-0.003740263,-4.647357804,TAL1 AB-like
5.9365,5.00507,SJ53,0,-0.012773604,-10.61795385,TAL1 AB-like
7.232441,2.7133744,SJ53,0,-0.015276084,-13.71736043,TAL1 AB-like
10.540909,8.1563015,SJ53,0,-0.008119602,-10.58825153,TAL1 AB-like
7.6541944,8.987386,SJ53,0,-0.008211157,-6.130048353,TAL1 AB-like
6.164187,3.3314233,SJ53,0,-0.013048267,-16.6380459,TAL1 AB-like
6.4894648,2.7056901,SJ53,0,-0.013521296,-10.91289561,TAL1 AB-like
6.14986,7.5739155,SJ53,0,-0.009614987,-8.842550205,TAL1 AB-like
9.209233,2.844827,SJ53,0,-0.012102207,-8.075929812,TAL1 AB-like
8.685479,2.5843804,SJ53,0,-0.013597591,-11.63503448,TAL1 AB-like
6.0272384,4.9157414,SJ53,0,-0.011766509,-13.14617494,TAL1 AB-like
6.713306,4.5827084,SJ53,0,-0.009981203,-11.1587962,TAL1 AB-like
7.1618605,7.6257644,SJ53,0,-0.009141957,-5.43041856,TAL1 AB-like
7.4635553,2.6575165,SJ53,0,-0.013231375,-10.11138464,TAL1 AB-like
7.0095506,2.5630717,SJ53,0,-0.013383965,-10.60617327,TAL1 AB-like
7.8587112,2.9749818,SJ53,0,-0.014314765,-8.978303206,TAL1 AB-like
7.4891243,5.86562,SJ53,0,-0.009325065,-7.257032212,TAL1 AB-like
7.570016,8.459931,SJ53,0,-0.013231375,-2.25036279,TAL1 AB-like
9.107539,9.278321,SJ53,0,-0.000902084,-3.324478564,TAL1 AB-like
8.021922,3.11088,SJ53,0,-0.013261893,-12.67327534,TAL1 AB-like
7.1928782,2.1115417,SJ53,0,-0.013658627,-11.07824037,TAL1 AB-like
9.186291,2.2203858,SJ53,0,-0.014436837,-9.500770591,TAL1 AB-like
9.8964815,2.6333892,SJ53,0,-0.009691282,-7.539967262,TAL1 AB-like
6.7273273,8.759098,SJ53,0,-0.013231375,-4.27025268,TAL1 AB-like
7.597894,1.8832834,SJ53,0,-0.011262961,-8.623920003,TAL1 AB-like
5.8659196,6.1264815,SJ53,0,-0.011644436,-9.73936932,TAL1 AB-like
7.134884,6.369169,SJ53,0,-0.013658627,-5.31193725,TAL1 AB-like
6.0612297,3.4348133,SJ53,0,-0.012971971,-17.28387356,TAL1 AB-like
6.131988,3.8984954,SJ53,0,-0.01097304,-12.58547998,TAL1 AB-like
6.3244314,4.159944,SJ53,0,-0.010515269,-12.20184198,TAL1 AB-like
7.3169694,5.410542,SJ53,0,-0.013719663,-4.54726468,TAL1 AB-like
6.426204,8.840321,SJ53,0,-0.008958849,-2.424448136,TAL1 AB-like
5.009746,4.5745907,SJ53,0,-0.009828613,-16.03998227,TAL1 AB-like
5.1949778,5.0200467,SJ53,0,-0.011888581,-16.39795,TAL1 AB-like
9.3578615,2.8439753,SJ53,0,-0.014330024,-7.777041102,TAL1 AB-like
4.920503,5.2156067,SJ53,0,-0.011552882,-19.27453869,TAL1 AB-like
6.5782857,7.3069773,SJ53,0,-0.012712568,-5.448273494,TAL1 AB-like
7.018257,2.1637425,SJ53,0,-0.014055362,-11.90949082,TAL1 AB-like
6.16941,3.1066353,SJ53,0,-0.014574169,-14.95153178,TAL1 AB-like
6.2897525,7.915806,SJ53,0,-0.008440042,-6.691157052,TAL1 AB-like
5.21973,6.387414,SJ53,0,-0.010759413,-17.13248222,TAL1 AB-like
7.3661036,5.254051,SJ53,0,-0.010789931,-8.751106716,TAL1 AB-like
7.4437985,2.8129263,SJ53,0,-0.01017957,-7.545730976,TAL1 AB-like
8.026793,3.0725906,SJ53,0,-0.013277152,-10.65239389,TAL1 AB-like
5.3095264,3.927015,SJ53,0,-0.012483683,-19.65151738,TAL1 AB-like
7.6607275,3.5875387,SJ53,0,-0.012010653,-10.84323247,TAL1 AB-like
6.4502053,9.3637295,SJ53,0,-0.003892853,-3.35478955,TAL1 AB-like
7.047655,6.9413447,SJ53,0,-0.00955395,-6.419331835,TAL1 AB-like
6.290909,6.9485826,SJ53,0,-0.00456425,-5.616845159,TAL1 AB-like
5.214075,5.7340803,SJ53,0,-0.012071689,-13.45745908,TAL1 AB-like
6.965822,3.3612154,SJ53,0,-0.014513133,-10.94397813,TAL1 AB-like
9.400939,2.3610337,SJ53,0,-0.012010653,-6.382032192,TAL1 AB-like
6.1241503,3.2352426,SJ53,0,-0.012865158,-15.29015728,TAL1 AB-like
8.622773,3.5920668,SJ53,0,-0.009477655,-6.707819139,TAL1 AB-like
6.823184,7.189915,SJ53,0,-0.011156148,-5.738040288,TAL1 AB-like
4.830897,4.997283,SJ53,0,-0.012559978,-29.26426833,TAL1 AB-like
9.122523,3.80574,SJ53,0,-0.011308738,-8.128252665,TAL1 AB-like
5.99185,7.907318,SJ53,0,-0.008058566,-7.975926679,TAL1 AB-like
5.89643,3.0682025,SJ53,0,-0.010912003,-12.66555962,TAL1 AB-like
7.4170914,7.650386,SJ53,0,-0.006349556,-5.124548325,TAL1 AB-like
6.350529,2.7298863,SJ53,0,-0.013109303,-10.5195315,TAL1 AB-like
7.1231833,9.710645,SJ53,0,-0.002550059,-2.589571388,TAL1 AB-like
8.111881,5.0896997,SJ53,0,-0.014146916,-8.135091369,TAL1 AB-like
6.6878185,7.205521,SJ53,0,-0.010362679,-6.37412399,TAL1 AB-like
4.745426,4.9266734,SJ53,0,-0.011827545,-27.95530699,TAL1 AB-like
8.788623,2.979083,SJ53,0,-0.015688077,-4.421029344,TAL1 AB-like
7.1355376,5.4264135,SJ53,0,-0.016466287,-3.54963479,TAL1 AB-like
7.37641,2.4853697,SJ53,0,-0.013231375,-11.2349945,TAL1 AB-like
6.394778,8.417546,SJ53,0,-0.007234579,-5.376985898,TAL1 AB-like
5.008902,5.7943745,SJ53,0,-0.012254797,-15.20217068,TAL1 AB-like
6.9883084,7.470257,SJ53,0,-0.010393197,-7.56920579,TAL1 AB-like
7.4513164,3.7634044,SJ53,0,-0.010545787,-12.19769035,TAL1 AB-like
5.8348284,6.7968006,SJ53,0,-0.005601864,-5.603435656,TAL1 AB-like
6.6517553,3.4314427,SJ53,0,-0.012132725,-11.51485743,TAL1 AB-like
7.4145365,2.4162328,SJ53,0,-0.015123493,-11.06239158,TAL1 AB-like
5.6813803,7.356304,SJ53,0,-0.012727827,-9.711950283,TAL1 AB-like
7.6269193,3.3334115,SJ53,0,-0.010255865,-9.149712915,TAL1 AB-like
6.434856,2.8443282,SJ53,0,-0.009660764,-8.303149442,TAL1 AB-like
5.698092,6.692133,SJ53,0,-0.013536555,-13.15670805,TAL1 AB-like
6.407709,4.759928,SJ53,0,-0.013414483,-11.92287024,TAL1 AB-like
6.894651,7.2008443,SJ53,0,-0.011140889,-7.639049904,TAL1 AB-like
6.7385354,6.601928,SJ53,0,-0.013887513,-4.613929771,TAL1 AB-like
7.947957,3.2671552,SJ53,0,-0.013109303,-10.87148201,TAL1 AB-like
7.735548,3.4009914,SJ53,0,-0.014787795,-14.85572441,TAL1 AB-like
5.793793,4.6570864,SJ53,0,-0.012865158,-13.7555262,TAL1 AB-like
6.3803844,7.51474,SJ53,0,-0.006776809,-4.631496069,TAL1 AB-like
5.778034,3.977437,SJ53,0,-0.014619946,-15.50713061,TAL1 AB-like
8.311141,2.017948,SJ53,0,-0.011064594,-6.777066,TAL1 AB-like
8.565513,2.5724509,SJ53,0,-0.007829681,-7.19058311,TAL1 AB-like
10.440444,7.670001,SJ53,0,0.000928998,2.118928896,TAL1 AB-like
7.461521,4.748099,SJ53,0,-0.013475519,-10.64174334,TAL1 AB-like
4.91526,5.564087,SJ53,0,-0.009691282,-19.05728055,TAL1 AB-like
5.1394835,4.4417405,SJ53,0,-0.01330767,-19.24298264,TAL1 AB-like
7.6865506,3.110721,SJ53,0,-0.009859131,-7.641726871,TAL1 AB-like
7.291781,1.966182,SJ53,0,-0.01050001,-8.817800805,TAL1 AB-like
7.8999743,5.414055,SJ53,0,-0.013750182,-7.303950634,TAL1 AB-like
6.2953978,3.8664036,SJ53,0,-0.008653668,-9.45467325,TAL1 AB-like
7.12465,3.830654,SJ53,0,-0.011293479,-10.24133961,TAL1 AB-like
12.070955,6.2663,SJ53,0,-0.007585537,-6.150583744,TAL1 AB-like
6.9652414,4.8823113,SJ53,0,-0.012285315,-5.037823899,TAL1 AB-like
8.906996,2.6476388,SJ53,0,-0.015062457,-12.94635408,TAL1 AB-like
7.3461204,3.4944007,SJ53,0,-0.011949617,-9.70302122,TAL1 AB-like
7.2083583,10.024617,SJ53,0,0.000257602,-1.711953722,TAL1 AB-like
7.1812496,6.0765686,SJ53,0,-0.014101139,-5.164139745,TAL1 AB-like
6.9858003,4.432223,SJ53,0,-0.011034076,-11.42507119,TAL1 AB-like
10.709686,5.1261883,SJ53,0,-0.004991503,-6.912394632,TAL1 AB-like
5.8159957,3.8401506,SJ53,0,-0.00613593,-8.436908085,TAL1 AB-like
5.328547,3.9610026,SJ53,0,-0.012193761,-18.95381195,TAL1 AB-like
5.552979,7.0723176,SJ53,0,-0.011827545,-11.50588337,TAL1 AB-like
6.45632,3.7500494,SJ53,0,-0.01518453,-15.8158197,TAL1 AB-like
7.405499,4.4186025,SJ53,0,-0.013185598,-6.239954487,TAL1 AB-like
7.5080166,3.8578818,SJ53,0,-0.015550746,-12.1740376,TAL1 AB-like
5.23829,4.2231474,SJ53,0,-0.00877574,-18.30180709,TAL1 AB-like
6.647772,4.783451,SJ53,0,-0.013002489,-8.091998807,TAL1 AB-like
8.718913,3.6536634,SJ53,0,-0.014513133,-8.604793431,TAL1 AB-like
7.126986,5.1909657,SJ53,0,-0.008028048,-9.699541705,TAL1 AB-like
6.0953817,8.478176,SJ53,0,-0.009935426,-9.6135698,TAL1 AB-like
5.300818,3.9448562,SJ53,0,-0.013658627,-19.87084056,TAL1 AB-like
5.092924,6.657035,SJ53,0,-0.008501078,-15.43877634,TAL1 AB-like
6.313024,7.8768477,SJ53,0,-0.011339256,-5.611912966,TAL1 AB-like
7.650807,6.449965,SJ53,0,-0.005479792,-8.431090335,TAL1 AB-like
6.878764,5.7049685,SJ53,0,-0.011766509,-6.645874047,TAL1 AB-like
7.891821,3.7015004,SJ53,0,-0.011522364,-6.70864769,TAL1 AB-like
4.978834,5.012677,SJ53,0,-0.0115834,-22.03076701,TAL1 AB-like
8.967511,3.9153473,SJ53,0,-0.009355583,-5.967315144,TAL1 AB-like
5.8346066,5.461525,SJ53,0,-0.011644436,-9.149503935,TAL1 AB-like
8.917597,2.7399876,SJ53,0,-0.007707609,-6.05013525,TAL1 AB-like
7.672842,5.42578,SJ53,0,-0.009508173,-7.70442772,TAL1 AB-like
7.36996,2.083368,SJ53,0,-0.010164311,-7.914127606,TAL1 AB-like
5.561753,3.9795675,SJ53,0,-0.013109303,-16.22538005,TAL1 AB-like
7.3132715,2.9385107,SJ53,0,-0.011339256,-12.40492406,TAL1 AB-like
8.599073,4.2997494,SJ53,0,-0.01143081,-4.788490674,TAL1 AB-like
6.394179,4.7573996,SJ53,0,-0.008760481,-6.994932369,TAL1 AB-like
5.748964,4.6563687,SJ53,0,-0.010850967,-15.33757428,TAL1 AB-like
7.253913,9.988712,SJ53,0,0.003187334,-1.190151888,TAL1 AB-like
7.8263016,5.5098414,SJ53,0,-0.010912003,-5.131947488,TAL1 AB-like
5.4921193,7.8058457,SJ53,0,-0.007860199,-14.57198019,TAL1 AB-like
5.242603,5.4248266,SJ53,0,-0.010454233,-11.73477406,TAL1 AB-like
6.453851,4.0962324,SJ53,0,-0.009508173,-9.611964076,TAL1 AB-like
5.8727884,4.1334968,SJ53,0,-0.013429742,-16.752713,TAL1 AB-like
6.5997224,8.678478,SJ53,0,-0.010698377,-1.707400764,TAL1 AB-like
6.647361,8.603556,SJ53,0,-0.009996462,-3.72980811,TAL1 AB-like
6.975663,2.6302724,SJ53,0,-0.012437906,-12.88131473,TAL1 AB-like
5.3150125,5.870919,SJ53,0,-0.012727827,-14.35513067,TAL1 AB-like
5.3419304,4.1879234,SJ53,0,-0.01268205,-17.55884274,TAL1 AB-like
7.046884,3.6147265,SJ53,0,-0.013689145,-6.124630578,TAL1 AB-like
5.8101554,6.828535,SJ53,0,-0.010637341,-8.715885486,TAL1 AB-like
7.651227,5.689807,SJ53,0,-0.008104343,-7.068676464,TAL1 AB-like
6.6672335,7.781203,SJ53,0,-0.013368706,-3.393487477,TAL1 AB-like
7.218369,5.802934,SJ53,0,-0.01518453,-8.522351872,TAL1 AB-like
4.8448315,5.5057425,SJ53,0,-0.008989367,-19.73344956,TAL1 AB-like
6.375085,6.657329,SJ53,0,-0.006761549,-4.326091152,TAL1 AB-like
5.3404126,4.116244,SJ53,0,-0.0115834,-17.06610461,TAL1 AB-like
5.699594,7.6093917,SJ53,0,-0.00831797,-10.11353775,TAL1 AB-like
5.4841943,7.0795894,SJ53,0,-0.012041171,-12.09190051,TAL1 AB-like
7.1293683,6.1225114,SJ53,0,-0.013475519,-8.555734974,TAL1 AB-like
5.2384315,5.8142114,SJ53,0,-0.011980135,-14.3937976,TAL1 AB-like
4.961783,6.097136,SJ53,0,-0.008867295,-20.20342685,TAL1 AB-like
5.99719,7.0006742,SJ53,0,-0.011095112,-8.31622516,TAL1 AB-like
7.0335364,10.186231,SJ53,0,-0.005128834,-2.992870845,TAL1 AB-like
5.9419312,3.2862353,SJ53,0,-0.008745222,-9.457581848,TAL1 AB-like
6.58159,5.040653,SJ53,0,-0.012498942,-12.77489664,TAL1 AB-like
6.1843123,7.5603914,SJ53,0,-0.010927262,-6.964878525,TAL1 AB-like
6.1331,3.2425237,SJ53,0,-0.013048267,-11.61436302,TAL1 AB-like
6.683021,2.901091,SJ53,0,-0.012178502,-10.84001076,TAL1 AB-like
6.488706,2.4804294,SJ53,0,-0.006578441,-9.423867633,TAL1 AB-like
10.717814,3.9656835,SJ53,0,-0.006761549,-6.73950312,TAL1 AB-like
6.741301,4.6458807,SJ53,0,-0.010240606,-7.756262399,TAL1 AB-like
8.8934355,3.2935438,SJ53,0,-0.00799753,-5.388614473,TAL1 AB-like
5.716771,4.704027,SJ53,0,-0.013292411,-15.19164655,TAL1 AB-like
9.2958355,5.0318766,SJ53,0,-0.003587673,-3.1987725,TAL1 AB-like
8.54875,6.7145567,SJ53,0,-0.008760481,-5.372838047,TAL1 AB-like
5.2525377,5.181952,SJ53,0,-0.010194829,-14.50554543,TAL1 AB-like
5.150111,5.3573303,SJ53,0,-0.011369774,-14.28698195,TAL1 AB-like
7.862438,4.8194914,SJ53,0,-0.014879349,-3.50578008,TAL1 AB-like
5.88546,5.3381824,SJ53,0,-0.011949617,-14.02829726,TAL1 AB-like
7.7008224,3.6714096,SJ53,0,-0.013948549,-11.1529477,TAL1 AB-like
4.830567,5.328719,SJ53,0,-0.009752318,-24.007088,TAL1 AB-like
6.7592106,5.0174994,SJ53,0,-0.011461328,-11.2664565,TAL1 AB-like
6.2916985,8.339406,SJ53,0,-0.013445001,-4.197452624,TAL1 AB-like
7.065309,5.6669097,SJ53,0,-0.014604687,-7.325252844,TAL1 AB-like
6.934078,2.5714266,SJ53,0,-0.012575237,-11.40481248,TAL1 AB-like
6.6054516,2.855282,SJ53,0,-0.012193761,-11.10141445,TAL1 AB-like
7.998767,3.4510248,SJ53,0,-0.014360542,-9.807277398,TAL1 AB-like
7.2970657,2.821334,SJ53,0,-0.010789931,-3.751566208,TAL1 AB-like
6.738366,2.7849061,SJ53,0,-0.01423847,-10.57848205,TAL1 AB-like
6.2192245,9.351307,SJ53,0,-0.014925126,-9.004547357,TAL1 AB-like
5.2222257,5.5595303,SJ53,0,-0.009065662,-14.15449445,TAL1 AB-like
7.014598,8.0617,SJ53,0,-0.013033007,-4.535134215,TAL1 AB-like
6.104313,7.973622,SJ53,0,-0.008653668,-8.999101585,TAL1 AB-like
6.22598,7.810688,SJ53,0,-0.013841736,-7.320032,TAL1 AB-like
6.525238,6.807488,SJ53,0,-0.010606823,-7.942257144,TAL1 AB-like
5.59865,6.9086223,SJ53,0,-0.014024844,-10.92111741,TAL1 AB-like
6.070153,4.729399,SJ53,0,-0.004945726,-8.826567225,TAL1 AB-like
8.157222,5.7424617,SJ53,0,-0.006120671,-4.925198674,TAL1 AB-like
5.149916,4.5626802,SJ53,0,-0.010286384,-14.99038327,TAL1 AB-like
6.3100877,6.5632696,SJ53,0,-0.013719663,-4.616769488,TAL1 AB-like
7.1499267,2.8350623,SJ53,0,-0.015428674,-7.031335456,TAL1 AB-like
5.4864707,4.068194,SJ53,0,-0.011949617,-16.9838951,TAL1 AB-like
6.5983543,2.5901887,SJ53,0,-0.01439106,-8.682935394,TAL1 AB-like
9.507779,3.4351327,SJ53,0,-0.007326133,-10.22509002,TAL1 AB-like
7.464685,4.4853497,SJ53,0,-0.012010653,-10.56836001,TAL1 AB-like
9.370205,2.827896,SJ53,0,-0.014680982,-10.15953182,TAL1 AB-like
7.9394393,3.6823869,SJ53,0,-0.013719663,-12.01164698,TAL1 AB-like
6.219229,3.8372312,SJ53,0,-0.013948549,-11.85825094,TAL1 AB-like
7.952988,3.6517932,SJ53,0,-0.014970903,-10.7224503,TAL1 AB-like
5.413967,3.9850364,SJ53,0,-0.011888581,-17.19764358,TAL1 AB-like
5.292642,5.7690105,SJ53,0,-0.005998598,-9.743585642,TAL1 AB-like
6.3079147,4.5136228,SJ53,0,-0.009447137,-8.237064264,TAL1 AB-like
7.5783515,1.7662175,SJ53,0,-0.014207952,-9.80889376,TAL1 AB-like
